"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1200","test_check_if_two_strings_are_anagrams[eleven plus two-twelve plus one-true]","tests.bdd","Wed Dec 03 15:53:32 UTC 2025","passed","Wed Dec 03 15:53:33 UTC 2025","","test_anagram_ui","",""
"Test factory function creates valid instance","0","Test factory function","tests.unit","Wed Dec 03 15:52:50 UTC 2025","passed","Wed Dec 03 15:52:50 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1258","test_check_if_two_strings_are_anagrams[conversation-voices rant on-true]","tests.bdd","Wed Dec 03 15:53:28 UTC 2025","passed","Wed Dec 03 15:53:29 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1202","test_check_if_two_strings_are_anagrams[LISTEN-silent-true]","tests.bdd","Wed Dec 03 15:54:11 UTC 2025","passed","Wed Dec 03 15:54:12 UTC 2025","","test_anagram_ui","",""
"Test API with Unicode and international characters","1","Test API with Unicode characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API case insensitivity","1","Test API with case sensitivity","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1212","test_check_if_two_strings_are_anagrams[!-!-true]","tests.bdd","Wed Dec 03 15:53:41 UTC 2025","passed","Wed Dec 03 15:53:42 UTC 2025","","test_anagram_ui","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1266","test_check_if_two_strings_are_anagrams[a-b-false]","tests.bdd","Wed Dec 03 15:53:37 UTC 2025","passed","Wed Dec 03 15:53:38 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1223","test_check_if_two_strings_are_anagrams[hello-h\xebllo-false]","tests.bdd","Wed Dec 03 15:53:58 UTC 2025","passed","Wed Dec 03 15:54:00 UTC 2025","","test_anagram_ui","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with Unicode and international characters","1","Test API with Unicode characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1193","test_check_if_two_strings_are_anagrams[abcabc-bcabca-true]","tests.bdd","Wed Dec 03 15:54:19 UTC 2025","passed","Wed Dec 03 15:54:20 UTC 2025","","test_anagram_ui","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with various whitespace scenarios","2","Test API with whitespace variations","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1216","test_check_if_two_strings_are_anagrams[A-a-true]","tests.bdd","Wed Dec 03 15:53:38 UTC 2025","passed","Wed Dec 03 15:53:39 UTC 2025","","test_anagram_ui","",""
"Test API with numeric strings","1","Test API with numeric strings","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with null bytes in strings","2","Test API with null bytes","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with repeated characters","2","Test API with repeated characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1220","test_check_if_two_strings_are_anagrams[rat-car-false]","tests.bdd","Wed Dec 03 15:53:34 UTC 2025","passed","Wed Dec 03 15:53:36 UTC 2025","","test_anagram_ui","",""
"Test that ReDoc docs are available","2","Test ReDoc documentation","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with Unicode and international characters","2","Test API with Unicode characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1256","test_check_if_two_strings_are_anagrams[hello_world-world_hello-true]","tests.bdd","Wed Dec 03 15:53:52 UTC 2025","passed","Wed Dec 03 15:53:53 UTC 2025","","test_anagram_ui","",""
"BDD: Given inputs, when checking via API, then result matches expected","2","BDD: Check if two strings are anagrams via API","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with invalid JSON","2","Test API with invalid JSON","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1192","test_check_if_two_strings_are_anagrams[aaaa-aaaaa-false]","tests.bdd","Wed Dec 03 15:54:18 UTC 2025","passed","Wed Dec 03 15:54:19 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1183","test_check_if_two_strings_are_anagrams[aaa-aab-false]","tests.bdd","Wed Dec 03 15:54:15 UTC 2025","passed","Wed Dec 03 15:54:16 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1228","test_check_if_two_strings_are_anagrams[The eyes-They see-true]","tests.bdd","Wed Dec 03 15:54:28 UTC 2025","passed","Wed Dec 03 15:54:29 UTC 2025","","test_anagram_ui","",""
"BDD: Given inputs, when checking via API, then result matches expected","2","BDD: Check if two strings are anagrams via API","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with single character inputs","2","Test API with single character","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1214","test_check_if_two_strings_are_anagrams[Dormitory-Dirty room-true]","tests.bdd","Wed Dec 03 15:54:26 UTC 2025","passed","Wed Dec 03 15:54:28 UTC 2025","","test_anagram_ui","",""
"Test API with single character inputs","2","Test API with single character","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with non-anagrams","2","Test API check endpoint with non-anagrams","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test various valid anagram pairs","0","Test check method with valid anagrams","tests.unit","Wed Dec 03 15:52:50 UTC 2025","passed","Wed Dec 03 15:52:50 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"Test API with numeric strings","2","Test API with numeric strings","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1196","test_check_if_two_strings_are_anagrams[school master-the classroom-true]","tests.bdd","Wed Dec 03 15:53:29 UTC 2025","passed","Wed Dec 03 15:53:31 UTC 2025","","test_anagram_ui","",""
"Test that valid anagrams are detected","0","Test valid anagrams: listen and silent","tests.unit","Wed Dec 03 15:52:50 UTC 2025","passed","Wed Dec 03 15:52:50 UTC 2025","TestSortedAnagramValidator","test_anagram_checker","",""
"Test API with strings containing only whitespace","2","Test API with only whitespace","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"BDD: Given inputs, when checking via API, then result matches expected","2","BDD: Check if two strings are anagrams via API","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1194","test_check_if_two_strings_are_anagrams[abc123-321cba-true]","tests.bdd","Wed Dec 03 15:54:04 UTC 2025","passed","Wed Dec 03 15:54:05 UTC 2025","","test_anagram_ui","",""
"Test API with numeric strings","1","Test API with numeric strings","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1206","test_check_if_two_strings_are_anagrams[test#tag-gat#test-true]","tests.bdd","Wed Dec 03 15:53:53 UTC 2025","passed","Wed Dec 03 15:53:54 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","2394","test_check_if_two_strings_are_anagrams[listen-silent-true]","tests.bdd","Wed Dec 03 15:53:24 UTC 2025","passed","Wed Dec 03 15:53:27 UTC 2025","","test_anagram_ui","",""
"Test that OpenAPI docs are available","2","Test OpenAPI documentation","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with Unicode and international characters","2","Test API with Unicode characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test that root endpoint returns HTML page","2","Test root endpoint returns HTML","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1194","test_check_if_two_strings_are_anagrams[0-0-true]","tests.bdd","Wed Dec 03 15:54:07 UTC 2025","passed","Wed Dec 03 15:54:09 UTC 2025","","test_anagram_ui","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1152","test_check_if_two_strings_are_anagrams[hello!-!olleh-true]","tests.bdd","Wed Dec 03 15:53:48 UTC 2025","passed","Wed Dec 03 15:53:49 UTC 2025","","test_anagram_ui","",""
"Test API with empty input strings","2","Test API with empty input","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"BDD: Given inputs, when checking via API, then result matches expected","2","BDD: Check if two strings are anagrams via API","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test that invalid input raises ValueError","1","Test invalid input type","tests.unit","Wed Dec 03 15:52:50 UTC 2025","passed","Wed Dec 03 15:52:50 UTC 2025","TestAnagramChecker","test_anagram_checker","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1177","test_check_if_two_strings_are_anagrams[Astronomer-Moon starer-true]","tests.bdd","Wed Dec 03 15:54:23 UTC 2025","passed","Wed Dec 03 15:54:24 UTC 2025","","test_anagram_ui","",""
"Test API with wrong content type","2","Test API with wrong content type","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"/__w/smbc_test/smbc_test/features/Anagram_Checker.feature: Check if two strings are anagrams","1245","test_check_if_two_strings_are_anagrams[Funeral-Real fun-true]","tests.bdd","Wed Dec 03 15:54:29 UTC 2025","passed","Wed Dec 03 15:54:30 UTC 2025","","test_anagram_ui","",""
"Test API with repeated characters","1","Test API with repeated characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test validation of empty strings","1","Test empty strings","tests.unit","Wed Dec 03 15:52:50 UTC 2025","passed","Wed Dec 03 15:52:50 UTC 2025","TestSortedAnagramValidator","test_anagram_checker","",""
"Test API with various whitespace scenarios","1","Test API with whitespace variations","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with special characters","2","Test API with special characters","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with 10000 character strings","3","Test API with very long strings (10K)","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API endpoint with valid anagrams","2","Test API check endpoint with valid anagrams","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
"Test API with mixed alphanumeric strings","2","Test API with mixed alphanumeric","tests.api","Wed Dec 03 15:52:49 UTC 2025","passed","Wed Dec 03 15:52:49 UTC 2025","TestAnagramAPI","test_api","",""
